player,sleeper_id,nba_team,fantasy_team,date,week,matchup,minutes,fpts,fpts_per_min,pts,reb,ast,stl,blk,tov,fgm,fga,fg_pct,ftm,fta,fg3m
Coby White,1998,CHI,Negroro,"Nov 28, 2025",6,CHI @ CHA,29,34.3,1.18,25,2,4,0,0,0,11,23,0.478,2,3,1
Collin Murray-Boyles,4755,TOR,isaacentebib,"Dec 02, 2025",7,TOR vs. POR,16,24.0,1.5,10,4,1,1,0,0,5,7,0.714,0,0,0
Collin Murray-Boyles,4755,TOR,isaacentebib,"Dec 04, 2025",7,TOR vs. LAL,16,26.6,1.66,12,2,3,1,1,2,5,7,0.714,0,0,2
Collin Murray-Boyles,4755,TOR,isaacentebib,"Dec 05, 2025",7,TOR vs. CHA,19,6.3,0.33,7,2,1,0,0,4,3,4,0.75,0,0,1
Collin Murray-Boyles,4755,TOR,isaacentebib,"Dec 07, 2025",7,TOR vs. BOS,6,3.0,0.5,0,2,1,0,0,1,0,0,0.0,0,0,0
Collin Murray-Boyles,4755,TOR,isaacentebib,"Dec 09, 2025",8,TOR vs. NYK,22,18.5,0.84,6,5,3,0,1,1,3,6,0.5,0,2,0
Collin Murray-Boyles,4755,TOR,isaacentebib,"Dec 15, 2025",9,TOR @ MIA,15,17.0,1.13,4,2,2,1,1,1,2,2,1.0,0,0,0
Collin Murray-Boyles,4755,TOR,isaacentebib,"Dec 18, 2025",9,TOR @ MIL,17,14.0,0.82,4,4,0,1,0,0,2,3,0.667,0,0,0
Collin Murray-Boyles,4755,TOR,isaacentebib,"Dec 20, 2025",9,TOR vs. BOS,23,26.3,1.14,9,6,4,0,1,1,4,8,0.5,0,1,1
Collin Murray-Boyles,4755,TOR,isaacentebib,"Dec 21, 2025",9,TOR @ BKN,19,19.5,1.03,8,5,2,0,0,0,4,8,0.5,0,0,0
Collin Murray-Boyles,4755,TOR,isaacentebib,"Dec 23, 2025",10,TOR @ MIA,25,36.3,1.45,11,12,0,3,1,3,5,9,0.556,0,0,1
Collin Murray-Boyles,4755,TOR,isaacentebib,"Dec 29, 2025",11,TOR vs. ORL,25,21.3,0.85,4,12,2,0,2,2,1,6,0.167,1,4,1
Collin Murray-Boyles,4755,TOR,isaacentebib,"Dec 31, 2025",11,TOR vs. DEN,26,28.5,1.1,6,9,2,2,2,1,3,11,0.273,0,0,0
Collin Murray-Boyles,4755,TOR,isaacentebib,"Jan 03, 2026",11,TOR vs. ATL,26,16.5,0.63,6,3,2,0,1,1,3,5,0.6,0,0,0
Collin Murray-Boyles,4755,TOR,isaacentebib,"Jan 05, 2026",12,TOR vs. ATL,31,61.5,1.98,17,7,7,3,2,0,8,10,0.8,1,2,0
Collin Murray-Boyles,4755,TOR,isaacentebib,"Jan 07, 2026",12,TOR @ CHA,32,32.5,1.02,4,15,3,1,0,1,1,3,0.333,2,2,0
Collin Murray-Boyles,4755,TOR,isaacentebib,"Jan 09, 2026",12,TOR @ BOS,21,20.0,0.95,7,2,1,3,0,0,3,7,0.429,1,1,0
Collin Murray-Boyles,4755,TOR,isaacentebib,"Jan 11, 2026",12,TOR vs. PHI,42,61.5,1.46,17,15,3,3,3,2,7,12,0.583,3,3,0
Collin Murray-Boyles,4755,TOR,isaacentebib,"Jan 12, 2026",13,TOR vs. PHI,32,41.5,1.3,12,7,6,2,0,1,6,9,0.667,0,0,0
Collin Murray-Boyles,4755,TOR,isaacentebib,"Jan 14, 2026",13,TOR @ IND,33,32.0,0.97,10,10,3,0,1,0,4,10,0.4,2,2,0
Collin Murray-Boyles,4755,TOR,isaacentebib,"Jan 16, 2026",13,TOR vs. LAC,35,20.0,0.57,11,4,3,0,2,3,4,9,0.444,3,5,0
Collin Murray-Boyles,4755,TOR,isaacentebib,"Nov 02, 2025",2,TOR vs. MEM,31,41.5,1.34,15,9,5,3,0,3,7,14,0.5,1,1,0
Collin Murray-Boyles,4755,TOR,isaacentebib,"Nov 04, 2025",3,TOR vs. MIL,15,0.5,0.03,2,1,0,0,0,1,1,3,0.333,0,0,0
Collin Murray-Boyles,4755,TOR,isaacentebib,"Nov 07, 2025",3,TOR @ ATL,18,11.3,0.63,3,4,1,0,2,2,1,4,0.25,0,0,1
Collin Murray-Boyles,4755,TOR,isaacentebib,"Nov 08, 2025",3,TOR @ PHI,22,30.8,1.4,12,7,1,1,2,1,4,6,0.667,3,6,1
Collin Murray-Boyles,4755,TOR,isaacentebib,"Nov 11, 2025",4,TOR @ BKN,20,19.3,0.97,9,4,1,0,0,0,2,2,1.0,4,4,1
Collin Murray-Boyles,4755,TOR,isaacentebib,"Nov 15, 2025",4,TOR @ IND,17,18.0,1.06,10,2,1,1,0,1,4,6,0.667,2,2,0
Collin Murray-Boyles,4755,TOR,isaacentebib,"Nov 17, 2025",5,TOR vs. CHA,15,4.5,0.3,4,1,1,0,0,1,1,3,0.333,2,2,0
Collin Murray-Boyles,4755,TOR,isaacentebib,"Nov 23, 2025",5,TOR vs. BKN,17,6.5,0.38,2,1,1,0,0,0,1,1,1.0,0,0,0
Collin Murray-Boyles,4755,TOR,isaacentebib,"Nov 24, 2025",6,TOR vs. CLE,11,6.0,0.55,4,2,1,0,0,1,1,1,1.0,2,4,0
Collin Murray-Boyles,4755,TOR,isaacentebib,"Nov 26, 2025",6,TOR vs. IND,8,-0.5,-0.06,0,1,0,0,0,0,0,2,0.0,0,0,0
Collin Murray-Boyles,4755,TOR,isaacentebib,"Nov 29, 2025",6,TOR @ CHA,13,13.0,1.0,1,4,2,2,0,1,0,1,0.0,1,2,0
Collin Murray-Boyles,4755,TOR,isaacentebib,"Nov 30, 2025",6,TOR @ NYK,22,26.0,1.18,11,8,2,1,0,3,5,6,0.833,1,3,0
Collin Murray-Boyles,4755,TOR,isaacentebib,"Oct 26, 2025",1,TOR @ DAL,13,-3.0,-0.23,0,2,0,0,0,1,0,4,0.0,0,0,0
Collin Murray-Boyles,4755,TOR,isaacentebib,"Oct 27, 2025",2,TOR @ SAS,24,33.4,1.39,19,3,1,3,1,2,7,13,0.538,2,4,3
Collin Murray-Boyles,4755,TOR,isaacentebib,"Oct 29, 2025",2,TOR vs. HOU,25,21.4,0.86,13,1,2,0,0,0,5,8,0.625,0,0,3
Collin Murray-Boyles,4755,TOR,isaacentebib,"Oct 31, 2025",2,TOR @ CLE,20,11.0,0.55,6,4,0,0,0,0,2,5,0.4,2,2,0
Cooper Flagg,4760,DAL,ilanattie,"Dec 01, 2025",7,DAL @ DEN,33,45.3,1.37,24,8,2,2,1,2,10,19,0.526,3,4,1
Cooper Flagg,4760,DAL,ilanattie,"Dec 03, 2025",7,DAL vs. MIA,31,39.0,1.26,22,6,2,1,1,3,9,13,0.692,4,5,0
Cooper Flagg,4760,DAL,ilanattie,"Dec 05, 2025",7,DAL @ OKC,29,14.0,0.48,16,2,2,0,0,4,5,11,0.455,6,6,0
Cooper Flagg,4760,DAL,ilanattie,"Dec 06, 2025",7,DAL vs. HOU,36,43.8,1.22,19,5,3,2,2,0,7,15,0.467,4,4,1
Cooper Flagg,4760,DAL,ilanattie,"Dec 12, 2025",8,DAL vs. BKN,34,54.5,1.6,22,5,8,1,1,0,10,16,0.625,2,3,0
Cooper Flagg,4760,DAL,ilanattie,"Dec 15, 2025",9,DAL @ UTA,42,60.8,1.45,42,7,6,1,2,4,13,27,0.481,15,20,1
Cooper Flagg,4760,DAL,ilanattie,"Dec 18, 2025",9,DAL vs. DET,40,54.0,1.35,23,10,4,1,3,0,8,20,0.4,7,7,0
Cooper Flagg,4760,DAL,ilanattie,"Dec 20, 2025",9,DAL @ PHI,37,33.0,0.89,24,4,3,0,1,3,8,16,0.5,8,8,0
Cooper Flagg,4760,DAL,ilanattie,"Dec 22, 2025",10,DAL @ NOP,35,33.3,0.95,16,6,6,1,1,2,5,11,0.455,5,10,1
Cooper Flagg,4760,DAL,ilanattie,"Dec 23, 2025",10,DAL vs. DEN,40,74.7,1.87,33,9,9,1,1,2,14,21,0.667,1,1,4
Cooper Flagg,4760,DAL,ilanattie,"Dec 25, 2025",10,DAL @ GSW,36,50.3,1.4,27,6,5,0,1,1,13,21,0.619,0,2,1
Cooper Flagg,4760,DAL,ilanattie,"Dec 27, 2025",10,DAL @ SAC,34,33.9,1.0,23,6,5,0,0,5,7,13,0.538,6,6,3
Cooper Flagg,4760,DAL,ilanattie,"Dec 29, 2025",11,DAL @ POR,35,34.3,0.98,15,6,8,3,1,5,6,20,0.3,2,2,1
Cooper Flagg,4760,DAL,ilanattie,"Jan 01, 2026",11,DAL vs. PHI,37,30.5,0.82,12,7,7,1,0,2,5,15,0.333,2,2,0
Cooper Flagg,4760,DAL,ilanattie,"Jan 03, 2026",11,DAL vs. HOU,35,31.5,0.9,10,7,6,2,1,2,3,12,0.25,4,4,0
Cooper Flagg,4760,DAL,ilanattie,"Jan 06, 2026",12,DAL @ SAC,35,46.6,1.33,20,8,6,1,0,1,8,15,0.533,2,2,2
Cooper Flagg,4760,DAL,ilanattie,"Jan 08, 2026",12,DAL @ UTA,38,64.9,1.71,26,10,8,3,1,3,10,18,0.556,3,4,3
Cooper Flagg,4760,DAL,ilanattie,"Jan 10, 2026",12,DAL @ CHI,28,7.5,0.27,11,1,2,1,1,5,4,13,0.308,3,3,0
Cooper Flagg,4760,DAL,ilanattie,"Jan 12, 2026",13,DAL vs. BKN,35,59.1,1.69,27,5,5,3,1,0,10,17,0.588,5,6,2
Cooper Flagg,4760,DAL,ilanattie,"Jan 14, 2026",13,DAL vs. DEN,15,9.5,0.63,6,1,1,0,1,0,3,9,0.333,0,0,0
Cooper Flagg,4760,DAL,ilanattie,"Nov 01, 2025",2,DAL @ DET,34,29.6,0.87,16,8,4,1,0,1,3,14,0.214,8,8,2
Cooper Flagg,4760,DAL,ilanattie,"Nov 03, 2025",3,DAL @ HOU,34,19.1,0.56,12,5,2,1,0,4,5,10,0.5,0,0,2
Cooper Flagg,4760,DAL,ilanattie,"Nov 05, 2025",3,DAL vs. NOP,35,45.8,1.31,20,9,2,3,2,2,8,19,0.421,3,3,1
Cooper Flagg,4760,DAL,ilanattie,"Nov 07, 2025",3,DAL @ MEM,27,26.3,0.97,12,6,2,1,1,2,5,10,0.5,1,2,1
Cooper Flagg,4760,DAL,ilanattie,"Nov 08, 2025",3,DAL @ WAS,34,29.5,0.87,12,7,6,2,0,4,6,15,0.4,0,0,0
Cooper Flagg,4760,DAL,ilanattie,"Nov 10, 2025",4,DAL vs. MIL,35,54.8,1.57,26,9,4,2,1,1,9,15,0.6,7,10,1
Cooper Flagg,4760,DAL,ilanattie,"Nov 12, 2025",4,DAL vs. PHX,34,38.9,1.14,16,6,6,3,2,4,6,15,0.4,1,4,3
Cooper Flagg,4760,DAL,ilanattie,"Nov 14, 2025",4,DAL vs. LAC,48,20.5,0.43,16,5,0,1,0,4,8,13,0.615,0,1,0
Cooper Flagg,4760,DAL,ilanattie,"Nov 16, 2025",4,DAL vs. POR,37,53.3,1.44,21,8,5,1,2,0,9,16,0.563,2,3,1
Cooper Flagg,4760,DAL,ilanattie,"Nov 17, 2025",5,DAL @ MIN,27,20.1,0.74,15,1,2,0,0,1,6,10,0.6,1,2,2
Cooper Flagg,4760,DAL,ilanattie,"Nov 21, 2025",5,DAL vs. NOP,32,55.5,1.73,29,7,5,2,0,2,12,19,0.632,5,6,0
Cooper Flagg,4760,DAL,ilanattie,"Nov 22, 2025",5,DAL vs. MEM,33,20.8,0.63,12,7,1,1,1,1,4,15,0.267,3,4,1
Cooper Flagg,4760,DAL,ilanattie,"Nov 24, 2025",6,DAL @ MIA,34,24.5,0.72,12,7,3,2,0,3,5,14,0.357,2,2,0
Cooper Flagg,4760,DAL,ilanattie,"Nov 28, 2025",6,DAL @ LAL,36,51.8,1.44,13,7,11,3,0,1,5,11,0.455,2,2,1
Cooper Flagg,4760,DAL,ilanattie,"Nov 29, 2025",6,DAL @ LAC,38,47.0,1.24,35,8,2,0,0,3,13,22,0.591,9,11,0
Cooper Flagg,4760,DAL,ilanattie,"Oct 22, 2025",1,DAL vs. SAS,32,17.0,0.53,10,10,0,1,0,3,4,13,0.308,2,2,0
Cooper Flagg,4760,DAL,ilanattie,"Oct 24, 2025",1,DAL vs. WAS,35,32.1,0.92,18,5,6,1,1,5,6,14,0.429,4,4,2
Cooper Flagg,4760,DAL,ilanattie,"Oct 26, 2025",1,DAL vs. TOR,29,41.6,1.43,22,4,4,0,1,0,8,14,0.571,4,4,2
Cooper Flagg,4760,DAL,ilanattie,"Oct 27, 2025",2,DAL vs. OKC,31,4.0,0.13,2,2,0,2,0,0,1,9,0.111,0,0,0
Cooper Flagg,4760,DAL,ilanattie,"Oct 29, 2025",2,DAL vs. IND,35,38.0,1.09,15,10,4,0,1,2,6,11,0.545,3,3,0
Daniel Gafford,1997,DAL,samymok,"Dec 03, 2025",7,DAL vs. MIA,14,7.5,0.54,2,5,0,1,0,2,0,1,0.0,2,2,0
Daniel Gafford,1997,DAL,samymok,"Dec 15, 2025",9,DAL @ UTA,13,14.0,1.08,2,2,2,1,1,1,1,1,1.0,0,0,0
Daniel Gafford,1997,DAL,samymok,"Dec 18, 2025",9,DAL vs. DET,16,19.0,1.19,9,6,1,0,3,5,3,5,0.6,3,4,0
Daniel Gafford,1997,DAL,samymok,"Dec 20, 2025",9,DAL @ PHI,14,18.0,1.29,2,4,0,0,4,1,0,0,0.0,2,2,0
Daniel Gafford,1997,DAL,samymok,"Dec 22, 2025",10,DAL @ NOP,14,14.5,1.04,3,5,0,2,0,0,1,3,0.333,1,2,0
Daniel Gafford,1997,DAL,samymok,"Dec 23, 2025",10,DAL vs. DEN,17,14.5,0.85,4,3,0,1,1,0,2,4,0.5,0,0,0
Daniel Gafford,1997,DAL,samymok,"Dec 25, 2025",10,DAL @ GSW,15,12.5,0.83,6,5,0,0,0,2,3,3,1.0,0,0,0
Daniel Gafford,1997,DAL,samymok,"Dec 27, 2025",10,DAL @ SAC,23,28.5,1.24,11,7,1,1,1,2,5,7,0.714,1,1,0
Daniel Gafford,1997,DAL,samymok,"Dec 29, 2025",11,DAL @ POR,26,44.0,1.69,17,10,0,1,3,2,7,9,0.778,3,4,0
Daniel Gafford,1997,DAL,samymok,"Jan 01, 2026",11,DAL vs. PHI,11,22.5,2.05,8,5,0,2,0,0,3,5,0.6,2,2,0
Daniel Gafford,1997,DAL,samymok,"Jan 03, 2026",11,DAL vs. HOU,19,29.0,1.53,9,8,1,0,2,1,4,5,0.8,1,2,0
Daniel Gafford,1997,DAL,samymok,"Jan 06, 2026",12,DAL @ SAC,22,33.5,1.52,10,13,0,1,1,2,5,8,0.625,0,0,0
Daniel Gafford,1997,DAL,samymok,"Jan 08, 2026",12,DAL @ UTA,25,6.5,0.26,0,7,0,0,0,2,0,0,0.0,0,0,0
Daniel Gafford,1997,DAL,samymok,"Jan 10, 2026",12,DAL @ CHI,25,16.5,0.66,6,7,0,0,1,0,2,6,0.333,2,3,0
Daniel Gafford,1997,DAL,samymok,"Jan 14, 2026",13,DAL vs. DEN,18,21.0,1.17,6,10,0,0,0,0,2,2,1.0,2,4,0
Daniel Gafford,1997,DAL,samymok,"Nov 01, 2025",2,DAL @ DET,17,20.0,1.18,7,4,3,0,0,0,2,3,0.667,3,3,0
Daniel Gafford,1997,DAL,samymok,"Nov 03, 2025",3,DAL @ HOU,25,42.0,1.68,14,4,1,2,3,0,7,9,0.778,0,0,0
Daniel Gafford,1997,DAL,samymok,"Nov 05, 2025",3,DAL vs. NOP,25,39.0,1.56,15,8,0,2,2,2,6,8,0.75,3,3,0
Daniel Gafford,1997,DAL,samymok,"Nov 07, 2025",3,DAL @ MEM,12,0.5,0.04,0,1,0,0,0,0,0,1,0.0,0,0,0
Daniel Gafford,1997,DAL,samymok,"Nov 08, 2025",3,DAL @ WAS,19,20.5,1.08,8,5,0,0,2,2,4,5,0.8,0,0,0
Daniel Gafford,1997,DAL,samymok,"Nov 10, 2025",4,DAL vs. MIL,23,21.0,0.91,7,8,3,1,0,1,2,8,0.25,3,4,0
Daniel Gafford,1997,DAL,samymok,"Nov 12, 2025",4,DAL vs. PHX,27,36.5,1.35,15,9,0,1,2,2,6,7,0.857,3,5,0
Daniel Gafford,1997,DAL,samymok,"Nov 14, 2025",4,DAL vs. LAC,27,31.0,1.15,10,8,1,1,3,3,4,7,0.571,2,2,0
Daniel Gafford,1997,DAL,samymok,"Nov 16, 2025",4,DAL vs. POR,31,47.0,1.52,20,6,2,1,3,0,6,8,0.75,8,10,0
Daniel Gafford,1997,DAL,samymok,"Nov 19, 2025",5,DAL vs. NYK,25,24.0,0.96,7,8,2,0,1,1,2,3,0.667,3,4,0
Daniel Gafford,1997,DAL,samymok,"Nov 21, 2025",5,DAL vs. NOP,25,29.5,1.18,8,7,3,3,1,3,3,5,0.6,2,4,0
Daniel Gafford,1997,DAL,samymok,"Nov 22, 2025",5,DAL vs. MEM,27,25.0,0.93,5,8,4,0,2,2,2,6,0.333,1,1,0
Daniel Gafford,1997,DAL,samymok,"Nov 24, 2025",6,DAL @ MIA,28,34.5,1.23,11,11,0,1,2,1,4,8,0.5,3,3,0
Daniel Gafford,1997,DAL,samymok,"Nov 28, 2025",6,DAL @ LAL,17,10.0,0.59,5,4,0,1,0,2,2,3,0.667,1,2,0
Darius Garland,2007,CLE,alanchz,"Dec 03, 2025",7,CLE vs. POR,29,10.3,0.36,6,2,4,0,1,0,2,13,0.154,1,2,1
Darius Garland,2007,CLE,alanchz,"Dec 06, 2025",7,CLE vs. GSW,32,28.8,0.9,17,5,4,2,0,3,6,15,0.4,4,5,1
Darius Garland,2007,CLE,alanchz,"Dec 12, 2025",8,CLE @ WAS,35,30.5,0.87,18,3,6,2,0,2,6,17,0.353,6,7,0
Darius Garland,2007,CLE,alanchz,"Dec 14, 2025",8,CLE vs. CHA,39,41.9,1.07,26,2,9,1,1,4,8,19,0.421,7,8,3
Darius Garland,2007,CLE,alanchz,"Dec 17, 2025",9,CLE @ CHI,30,27.4,0.91,15,5,6,0,0,2,6,16,0.375,0,0,3
Darius Garland,2007,CLE,alanchz,"Dec 19, 2025",9,CLE vs. CHI,33,49.8,1.51,35,2,8,1,0,4,13,27,0.481,3,3,6
Darius Garland,2007,CLE,alanchz,"Dec 22, 2025",10,CLE vs. CHA,30,57.5,1.92,27,4,10,2,0,3,9,15,0.6,4,4,5
Darius Garland,2007,CLE,alanchz,"Dec 23, 2025",10,CLE vs. NOP,29,21.1,0.73,10,1,8,0,0,3,4,9,0.444,0,0,2
Darius Garland,2007,CLE,alanchz,"Dec 25, 2025",10,CLE @ NYK,36,33.4,0.93,20,1,10,0,0,4,7,14,0.5,3,4,3
Darius Garland,2007,CLE,alanchz,"Dec 27, 2025",10,CLE @ HOU,24,9.6,0.4,12,0,1,0,0,3,5,9,0.556,0,0,2
Darius Garland,2007,CLE,alanchz,"Dec 29, 2025",11,CLE @ SAS,31,38.8,1.25,15,5,11,1,0,3,5,13,0.385,4,4,1
Darius Garland,2007,CLE,alanchz,"Dec 31, 2025",11,CLE vs. PHX,29,31.1,1.07,19,1,6,1,0,3,7,13,0.538,3,3,2
Darius Garland,2007,CLE,alanchz,"Jan 02, 2026",11,CLE vs. DEN,32,26.2,0.82,18,2,8,0,0,6,6,12,0.5,2,2,4
Darius Garland,2007,CLE,alanchz,"Jan 04, 2026",11,CLE vs. DET,32,29.0,0.91,16,2,6,1,0,2,7,15,0.467,2,2,0
Darius Garland,2007,CLE,alanchz,"Jan 06, 2026",12,CLE @ IND,33,49.3,1.49,29,2,6,0,0,0,14,23,0.609,0,0,1
Darius Garland,2007,CLE,alanchz,"Jan 08, 2026",12,CLE @ MIN,37,30.8,0.83,16,1,8,2,0,2,7,16,0.438,1,4,1
Darius Garland,2007,CLE,alanchz,"Jan 10, 2026",12,CLE vs. MIN,29,41.3,1.42,22,0,6,0,0,0,10,13,0.769,1,1,1
Darius Garland,2007,CLE,alanchz,"Jan 12, 2026",13,CLE vs. UTA,34,46.5,1.37,23,2,8,3,1,3,7,17,0.412,4,4,5
Darius Garland,2007,CLE,alanchz,"Jan 14, 2026",13,CLE @ PHI,23,36.4,1.58,20,3,7,1,0,4,8,13,0.615,1,2,3
Darius Garland,2007,CLE,alanchz,"Nov 05, 2025",3,CLE vs. PHI,26,8.6,0.33,8,2,4,0,0,3,3,11,0.273,0,0,2
Darius Garland,2007,CLE,alanchz,"Nov 07, 2025",3,CLE @ WAS,28,39.2,1.4,20,2,9,1,0,2,7,16,0.438,2,2,4
Darius Garland,2007,CLE,alanchz,"Nov 10, 2025",4,CLE @ MIA,19,23.8,1.25,11,5,2,2,0,0,2,9,0.222,6,6,1
Darius Garland,2007,CLE,alanchz,"Nov 21, 2025",5,CLE vs. IND,27,27.9,1.03,20,2,7,0,0,4,5,12,0.417,7,7,3
Darius Garland,2007,CLE,alanchz,"Nov 23, 2025",5,CLE vs. LAC,29,13.5,0.47,8,1,8,0,0,4,3,10,0.3,2,2,0
Darius Garland,2007,CLE,alanchz,"Nov 28, 2025",6,CLE @ ATL,33,33.8,1.02,15,5,10,1,0,5,6,14,0.429,2,2,1
Darius Garland,2007,CLE,alanchz,"Nov 30, 2025",6,CLE vs. BOS,31,30.7,0.99,21,3,8,0,0,4,7,16,0.438,3,5,4
De'Aaron Fox,1872,SAS,samymok,"Dec 02, 2025",7,SAS vs. MEM,31,43.2,1.39,29,4,4,3,0,3,8,19,0.421,9,10,4
De'Aaron Fox,1872,SAS,samymok,"Dec 03, 2025",7,SAS @ ORL,29,34.4,1.19,31,5,5,0,0,7,11,20,0.55,6,9,3
De'Aaron Fox,1872,SAS,samymok,"Dec 05, 2025",7,SAS @ CLE,33,44.1,1.34,25,5,9,1,0,4,9,19,0.474,5,6,2
De'Aaron Fox,1872,SAS,samymok,"Dec 08, 2025",8,SAS @ NOP,30,26.6,0.89,14,4,7,1,0,4,4,11,0.364,4,4,2
De'Aaron Fox,1872,SAS,samymok,"Dec 10, 2025",8,SAS @ LAL,31,36.2,1.17,20,4,3,2,0,1,8,17,0.471,0,0,4
De'Aaron Fox,1872,SAS,samymok,"Dec 13, 2025",8,SAS @ OKC,37,40.9,1.11,22,2,4,2,1,1,8,15,0.533,3,4,3
De'Aaron Fox,1872,SAS,samymok,"Dec 18, 2025",9,SAS vs. WAS,25,14.8,0.59,6,3,3,3,0,2,1,8,0.125,3,4,1
De'Aaron Fox,1872,SAS,samymok,"Dec 19, 2025",9,SAS @ ATL,22,27.5,1.25,8,5,8,1,0,2,4,11,0.364,0,0,0
De'Aaron Fox,1872,SAS,samymok,"Dec 21, 2025",9,SAS @ WAS,33,54.0,1.64,27,7,6,0,1,0,10,19,0.526,2,3,5
De'Aaron Fox,1872,SAS,samymok,"Dec 23, 2025",10,SAS vs. OKC,34,21.5,0.63,6,3,9,0,0,0,3,9,0.333,0,4,0
De'Aaron Fox,1872,SAS,samymok,"Dec 25, 2025",10,SAS @ OKC,33,50.9,1.54,29,4,3,1,1,1,12,19,0.632,2,2,3
De'Aaron Fox,1872,SAS,samymok,"Dec 29, 2025",11,SAS vs. CLE,32,16.3,0.51,14,2,3,1,0,2,4,13,0.308,5,6,1
De'Aaron Fox,1872,SAS,samymok,"Dec 31, 2025",11,SAS vs. NYK,38,50.8,1.34,26,1,7,3,0,0,11,21,0.524,3,4,1
De'Aaron Fox,1872,SAS,samymok,"Jan 02, 2026",11,SAS @ IND,32,40.1,1.25,24,7,4,1,0,3,10,19,0.526,2,3,2
De'Aaron Fox,1872,SAS,samymok,"Jan 03, 2026",11,SAS vs. POR,35,44.6,1.27,19,6,4,3,0,0,7,14,0.5,3,4,2
De'Aaron Fox,1872,SAS,samymok,"Jan 06, 2026",12,SAS @ MEM,30,21.8,0.73,9,5,8,0,1,2,4,18,0.222,0,0,1
De'Aaron Fox,1872,SAS,samymok,"Jan 07, 2026",12,SAS vs. LAL,34,21.5,0.63,14,3,5,1,0,3,5,14,0.357,4,4,0
De'Aaron Fox,1872,SAS,samymok,"Jan 10, 2026",12,SAS @ BOS,36,47.8,1.33,21,9,6,1,0,2,9,16,0.563,2,2,1
De'Aaron Fox,1872,SAS,samymok,"Jan 11, 2026",12,SAS @ MIN,34,24.0,0.71,12,8,4,1,0,2,6,19,0.316,0,0,0
De'Aaron Fox,1872,SAS,samymok,"Jan 13, 2026",13,SAS @ OKC,34,32.1,0.94,14,5,5,1,0,2,5,9,0.556,2,2,2
De'Aaron Fox,1872,SAS,samymok,"Jan 15, 2026",13,SAS vs. MIL,23,23.9,1.04,18,4,4,0,0,4,6,10,0.6,3,6,3
De'Aaron Fox,1872,SAS,samymok,"Nov 08, 2025",3,SAS vs. NOP,31,37.1,1.2,24,3,3,1,0,2,9,14,0.643,4,5,2
De'Aaron Fox,1872,SAS,samymok,"Nov 10, 2025",4,SAS @ CHI,37,27.3,0.74,21,4,5,0,0,6,8,14,0.571,4,4,1
De'Aaron Fox,1872,SAS,samymok,"Nov 12, 2025",4,SAS vs. GSW,36,14.8,0.41,13,5,5,0,0,6,5,14,0.357,2,2,1
De'Aaron Fox,1872,SAS,samymok,"Nov 14, 2025",4,SAS vs. GSW,33,53.2,1.61,24,4,10,3,1,4,10,22,0.455,0,0,4
De'Aaron Fox,1872,SAS,samymok,"Nov 16, 2025",4,SAS vs. SAC,35,55.2,1.58,28,2,11,1,0,2,11,20,0.55,2,2,4
De'Aaron Fox,1872,SAS,samymok,"Nov 18, 2025",5,SAS vs. MEM,33,38.4,1.16,26,1,3,2,1,2,10,20,0.5,3,4,3
De'Aaron Fox,1872,SAS,samymok,"Nov 20, 2025",5,SAS vs. ATL,31,55.1,1.78,26,5,9,3,0,2,9,16,0.563,6,10,2
De'Aaron Fox,1872,SAS,samymok,"Nov 23, 2025",5,SAS @ PHX,33,33.1,1.0,26,5,3,0,0,2,5,11,0.455,14,16,2
De'Aaron Fox,1872,SAS,samymok,"Nov 26, 2025",6,SAS @ POR,33,65.9,2.0,37,6,8,3,1,3,11,25,0.44,12,12,3
De'Aaron Fox,1872,SAS,samymok,"Nov 28, 2025",6,SAS @ DEN,34,32.8,0.96,15,1,12,1,1,3,6,19,0.316,2,3,1
De'Aaron Fox,1872,SAS,samymok,"Nov 30, 2025",6,SAS @ MIN,32,38.6,1.21,25,2,4,1,0,3,10,15,0.667,3,3,2
DeMar DeRozan,1321,SAC,ilanattie,"Dec 03, 2025",7,SAC @ HOU,23,14.0,0.61,12,2,0,1,0,2,6,12,0.5,0,0,0
DeMar DeRozan,1321,SAC,ilanattie,"Dec 06, 2025",7,SAC @ MIA,40,40.3,1.01,13,6,6,2,0,0,6,11,0.545,0,1,1
DeMar DeRozan,1321,SAC,ilanattie,"Dec 08, 2025",8,SAC @ IND,36,33.5,0.93,20,5,3,1,0,1,8,16,0.5,4,5,0
DeMar DeRozan,1321,SAC,ilanattie,"Dec 11, 2025",8,SAC vs. DEN,21,24.8,1.18,11,3,1,1,1,0,4,7,0.571,2,2,1
DeMar DeRozan,1321,SAC,ilanattie,"Dec 14, 2025",8,SAC @ MIN,39,36.3,0.93,17,4,3,1,1,0,8,15,0.533,0,0,1
DeMar DeRozan,1321,SAC,ilanattie,"Dec 18, 2025",9,SAC @ POR,35,51.9,1.48,33,4,3,2,0,2,10,16,0.625,10,10,3
DeMar DeRozan,1321,SAC,ilanattie,"Dec 20, 2025",9,SAC vs. POR,35,34.8,0.99,15,5,1,5,0,1,5,12,0.417,4,5,1
DeMar DeRozan,1321,SAC,ilanattie,"Dec 21, 2025",9,SAC vs. HOU,40,58.3,1.46,27,4,9,2,1,1,9,17,0.529,8,9,1
DeMar DeRozan,1321,SAC,ilanattie,"Dec 23, 2025",10,SAC vs. DET,42,59.5,1.42,37,3,8,0,0,1,12,18,0.667,13,15,0
