player,week,games_played,max_fpts,min_fpts,avg_fpts,avg_minutes
Aaron Gordon,1,2,84.0,30.3,57.1,32.0
Aaron Gordon,2,3,23.8,11.5,18.3,29.3
Aaron Gordon,3,3,34.4,27.4,31.7,28.3
Aaron Gordon,4,3,51.2,27.1,35.1,32.3
Aaron Gordon,5,2,40.3,0.0,20.1,17.5
Aaron Gordon,11,1,26.0,26.0,26.0,21.0
Aaron Gordon,12,3,36.6,23.6,31.3,26.3
Aaron Gordon,13,2,42.9,29.8,36.4,30.0
Alex Sarr,1,3,47.3,28.5,39.1,25.7
Alex Sarr,2,3,63.4,29.0,41.7,29.3
Alex Sarr,3,4,56.2,42.0,48.0,29.8
Alex Sarr,4,3,52.1,11.8,35.6,30.7
Alex Sarr,5,1,32.1,32.1,32.1,28.0
Alex Sarr,6,2,56.8,41.8,49.3,35.5
Alex Sarr,9,2,42.1,31.6,36.9,25.0
Alex Sarr,10,3,55.8,37.5,44.0,25.0
Alex Sarr,11,4,46.8,14.8,30.6,27.0
Alex Sarr,12,4,54.1,13.5,38.7,27.8
Alex Sarr,13,2,33.0,6.5,19.8,20.5
Alperen Sengun,1,2,71.0,33.5,52.2,43.5
Alperen Sengun,2,3,57.3,42.6,48.4,32.0
Alperen Sengun,3,4,51.8,46.5,48.5,37.8
Alperen Sengun,4,3,81.2,41.1,57.1,36.3
Alperen Sengun,5,2,55.5,25.5,40.5,37.0
Alperen Sengun,6,3,45.0,31.0,36.4,32.7
Alperen Sengun,7,2,89.3,56.0,72.7,34.0
Alperen Sengun,8,1,50.5,50.5,50.5,36.0
Alperen Sengun,9,4,70.0,20.0,50.6,37.2
Alperen Sengun,10,2,54.5,34.0,44.2,29.5
Alperen Sengun,11,2,50.0,1.5,25.8,17.5
Alperen Sengun,12,1,39.8,39.8,39.8,35.0
Alperen Sengun,13,3,53.5,35.5,44.3,33.7
Amen Thompson,1,2,31.0,6.0,18.5,34.5
Amen Thompson,2,3,43.5,36.0,39.4,32.3
Amen Thompson,3,4,59.3,27.1,42.5,38.5
Amen Thompson,4,3,47.8,24.0,34.3,35.3
Amen Thompson,5,2,48.5,38.8,43.6,41.5
Amen Thompson,6,3,53.8,26.0,37.3,35.3
Amen Thompson,7,4,51.0,20.0,38.1,34.8
Amen Thompson,8,1,54.5,54.5,54.5,41.0
Amen Thompson,9,4,55.8,38.0,44.5,42.0
Amen Thompson,10,3,49.5,29.8,40.9,33.3
Amen Thompson,11,3,52.0,46.0,49.5,36.0
Amen Thompson,12,4,55.3,30.5,45.7,38.5
Amen Thompson,13,3,36.8,26.8,30.4,39.3
Andrew Nembhard,1,1,4.5,4.5,4.5,17.0
Andrew Nembhard,3,2,31.6,22.6,27.1,31.5
Andrew Nembhard,4,3,43.9,28.3,38.1,29.3
Andrew Nembhard,5,3,58.4,15.8,30.2,33.0
Andrew Nembhard,6,3,28.1,17.3,22.2,34.7
Andrew Nembhard,7,3,37.6,33.1,35.3,31.3
Andrew Nembhard,8,3,58.6,14.3,36.2,32.7
Andrew Nembhard,9,2,44.7,12.8,28.8,32.0
Andrew Nembhard,10,4,44.8,19.5,32.5,33.2
Andrew Nembhard,11,4,44.6,18.1,35.0,32.8
Andrew Nembhard,12,2,66.2,36.8,51.5,29.5
Andrew Nembhard,13,3,39.1,30.0,35.3,32.7
Andrew Wiggins,1,3,28.3,16.8,23.5,29.0
Andrew Wiggins,2,3,41.6,23.8,34.4,34.0
Andrew Wiggins,3,4,51.9,24.1,36.5,33.2
Andrew Wiggins,4,3,39.1,22.8,33.2,35.3
Andrew Wiggins,5,2,32.6,14.0,23.3,33.5
Andrew Wiggins,6,2,60.6,20.3,40.5,34.0
Andrew Wiggins,7,4,49.1,23.3,32.2,31.2
Andrew Wiggins,8,1,32.9,32.9,32.9,35.0
Andrew Wiggins,9,3,26.6,17.6,21.1,29.7
Andrew Wiggins,10,3,60.2,18.1,40.4,32.0
Andrew Wiggins,11,4,58.7,21.6,33.4,29.8
Andrew Wiggins,12,3,35.6,23.6,28.1,27.7
Andrew Wiggins,13,2,34.9,14.0,24.4,32.0
Anthony Black,1,3,27.8,10.5,18.7,24.7
Anthony Black,2,4,35.4,12.3,21.1,27.5
Anthony Black,3,3,38.6,7.5,22.1,26.3
Anthony Black,4,4,36.4,2.0,20.4,27.0
Anthony Black,5,4,36.0,22.1,29.8,29.8
Anthony Black,6,2,42.7,28.3,35.5,30.0
Anthony Black,7,4,45.1,16.5,30.6,31.0
Anthony Black,8,2,26.3,25.5,25.9,35.5
Anthony Black,9,2,36.3,27.6,31.9,38.5
Anthony Black,10,4,64.1,35.6,45.3,32.5
Anthony Black,11,4,63.4,32.1,41.8,33.0
Anthony Black,12,4,55.4,12.5,27.6,32.8
Anthony Black,13,1,47.2,47.2,47.2,36.0
Anthony Davis,1,3,58.0,45.1,51.9,35.0
Anthony Davis,2,2,53.8,9.0,31.4,22.5
Anthony Davis,6,1,40.5,40.5,40.5,28.0
Anthony Davis,7,4,71.1,16.0,50.0,28.5
Anthony Davis,8,1,58.0,58.0,58.0,33.0
Anthony Davis,9,2,53.5,41.3,47.4,35.5
Anthony Davis,10,3,65.8,11.5,47.4,27.3
Anthony Davis,11,2,57.0,24.0,40.5,38.0
Anthony Davis,12,2,47.5,36.0,41.8,35.5
Anthony Edwards,1,3,51.0,5.8,34.6,25.7
Anthony Edwards,3,3,48.6,24.9,38.7,28.3
Anthony Edwards,4,3,59.5,41.3,50.3,37.3
Anthony Edwards,5,3,64.0,23.3,37.2,35.0
Anthony Edwards,6,4,71.0,43.5,53.4,38.2
Anthony Edwards,7,3,59.3,24.6,36.6,38.3
Anthony Edwards,8,1,67.4,67.4,67.4,38.0
Anthony Edwards,9,2,56.9,29.6,43.2,39.0
Anthony Edwards,10,3,60.2,35.1,51.6,38.0
Anthony Edwards,11,4,59.8,44.6,49.5,33.2
Anthony Edwards,12,4,51.7,28.3,39.9,34.8
Austin Reaves,1,3,93.3,46.8,66.4,37.3
Austin Reaves,2,4,58.4,30.6,46.8,38.2
Austin Reaves,4,4,49.6,14.5,39.2,33.5
Austin Reaves,5,2,38.3,32.8,35.5,36.5
Austin Reaves,6,3,64.1,55.7,61.2,38.7
Austin Reaves,7,4,67.0,15.6,37.2,36.5
Austin Reaves,8,1,34.6,34.6,34.6,40.0
Austin Reaves,10,2,18.3,17.1,17.7,18.5
Ayo Dosunmu,1,2,24.1,19.4,21.8,27.0
Ayo Dosunmu,2,3,52.3,12.0,32.7,25.7
Ayo Dosunmu,3,2,17.8,17.3,17.6,21.5
Ayo Dosunmu,4,3,40.9,15.1,27.4,27.0
Ayo Dosunmu,5,4,39.8,11.8,28.4,27.8
Ayo Dosunmu,6,3,36.6,7.3,23.3,30.0
Ayo Dosunmu,7,3,31.7,14.0,24.1,33.3
Ayo Dosunmu,9,2,17.1,15.3,16.2,15.5
Ayo Dosunmu,10,3,22.1,9.0,16.4,20.3
Ayo Dosunmu,11,4,36.1,28.0,31.1,26.5
Ayo Dosunmu,12,3,53.9,32.4,41.7,28.3
Ayo Dosunmu,13,3,36.6,17.3,26.1,23.7
Bam Adebayo,1,3,38.7,23.3,30.9,33.3
Bam Adebayo,2,3,52.3,40.9,48.1,34.3
Bam Adebayo,3,2,50.6,0.5,25.6,19.0
Bam Adebayo,5,3,45.4,37.8,41.4,30.3
Bam Adebayo,6,3,36.8,26.0,32.4,30.3
Bam Adebayo,7,4,68.5,23.5,46.0,31.2
Bam Adebayo,8,1,46.0,46.0,46.0,36.0
Bam Adebayo,9,4,36.3,17.5,30.3,33.5
Bam Adebayo,10,1,32.0,32.0,32.0,34.0
Bam Adebayo,11,4,39.3,24.8,33.2,29.2
Bam Adebayo,12,3,31.0,22.8,26.1,28.3
Bam Adebayo,13,2,64.7,32.9,48.8,32.5
Bilal Coulibaly,2,2,40.6,21.0,30.8,25.5
Bilal Coulibaly,3,2,26.4,0.0,13.2,22.0
Bilal Coulibaly,4,1,28.5,28.5,28.5,28.0
Bilal Coulibaly,5,3,35.6,12.3,21.5,26.7
Bilal Coulibaly,6,2,25.5,17.6,21.6,32.5
Bilal Coulibaly,7,2,20.8,14.5,17.6,29.0
Bilal Coulibaly,9,1,4.0,4.0,4.0,23.0
Bilal Coulibaly,10,3,44.3,21.4,35.2,26.0
Bilal Coulibaly,11,4,40.0,18.8,25.7,27.2
Bilal Coulibaly,12,4,42.3,20.8,28.2,30.0
Bilal Coulibaly,13,1,7.0,7.0,7.0,10.0
Brandon Ingram,1,3,41.6,28.5,36.3,32.0
Brandon Ingram,2,4,45.5,27.5,39.7,33.2
Brandon Ingram,3,3,38.0,34.6,35.9,34.3
Brandon Ingram,4,3,44.8,18.5,32.3,32.7
Brandon Ingram,5,4,48.0,25.6,36.3,33.5
Brandon Ingram,6,4,45.0,8.1,29.4,36.8
Brandon Ingram,7,4,38.5,9.8,26.7,33.8
Brandon Ingram,8,1,54.9,54.9,54.9,39.0
Brandon Ingram,9,4,45.2,29.4,39.9,35.2
Brandon Ingram,10,3,44.3,22.6,36.0,33.7
Brandon Ingram,11,3,57.8,32.5,44.6,34.7
Brandon Ingram,12,2,44.4,16.0,30.2,23.0
Brandon Ingram,13,3,50.4,29.6,38.3,37.0
Brandon Miller,1,2,37.6,0.0,18.8,20.0
Brandon Miller,5,1,33.1,33.1,33.1,26.0
Brandon Miller,6,3,45.0,9.0,27.1,28.3
Brandon Miller,7,2,22.7,13.8,18.2,30.0
Brandon Miller,8,2,46.0,31.1,38.5,36.5
Brandon Miller,9,2,62.7,15.8,39.2,32.5
Brandon Miller,10,3,40.2,7.1,26.8,31.0
Brandon Miller,11,4,51.9,24.7,38.9,35.0
Brandon Miller,12,3,47.1,13.3,30.3,24.0
Brandon Miller,13,2,41.6,28.3,35.0,36.5
Brice Sensabaugh,1,2,32.9,23.9,28.4,22.5
Brice Sensabaugh,2,4,16.8,-0.7,7.7,10.0
Brice Sensabaugh,3,2,3.3,0.0,1.6,11.5
Brice Sensabaugh,4,4,32.2,12.4,23.3,16.8
Brice Sensabaugh,5,3,10.8,1.8,6.3,16.3
Brice Sensabaugh,6,3,27.1,21.8,25.0,23.7
Brice Sensabaugh,7,4,14.6,1.0,9.3,12.5
Brice Sensabaugh,8,1,23.4,23.4,23.4,17.0
Brice Sensabaugh,9,3,21.4,15.0,17.8,21.3
Brice Sensabaugh,10,4,25.9,7.8,20.0,26.2
Brice Sensabaugh,11,3,23.5,9.8,17.6,32.7
Brice Sensabaugh,12,4,31.1,16.1,23.0,28.8
Brice Sensabaugh,13,3,67.0,4.3,37.9,28.7
CJ McCollum,1,3,36.2,13.3,22.5,30.7
CJ McCollum,2,3,25.5,21.4,24.0,28.7
CJ McCollum,3,4,42.6,4.5,21.2,25.2
CJ McCollum,4,3,57.5,14.6,34.3,34.7
CJ McCollum,5,3,30.1,25.1,27.7,28.0
CJ McCollum,6,2,71.5,19.8,45.6,33.5
CJ McCollum,7,4,48.2,19.5,30.2,31.8
CJ McCollum,8,2,41.9,27.6,34.8,35.5
CJ McCollum,9,3,50.3,23.3,33.5,34.0
CJ McCollum,10,3,32.4,22.3,27.0,32.3
CJ McCollum,11,4,33.5,28.9,30.4,28.2
CJ McCollum,12,2,45.9,17.0,31.4,31.0
CJ McCollum,13,2,29.8,29.1,29.5,28.0
Cade Cunningham,1,3,38.8,34.4,36.1,37.0
Cade Cunningham,2,3,77.3,11.8,53.2,34.0
Cade Cunningham,3,4,59.1,43.3,52.0,37.5
Cade Cunningham,4,1,86.6,86.6,86.6,45.0
Cade Cunningham,5,2,61.9,51.3,56.6,33.5
Cade Cunningham,6,4,63.7,42.5,53.2,37.5
Cade Cunningham,7,4,61.6,35.8,52.3,35.2
Cade Cunningham,8,1,36.1,36.1,36.1,23.0
Cade Cunningham,9,3,57.8,50.6,55.2,39.0
Cade Cunningham,10,4,75.4,36.3,54.3,33.5
Cade Cunningham,11,3,61.6,49.6,55.3,36.7
Cade Cunningham,12,1,63.4,63.4,63.4,29.0
Cade Cunningham,13,1,16.0,16.0,16.0,38.0
Cam Spencer,1,3,21.6,2.0,11.4,14.3
Cam Spencer,2,4,23.6,14.3,20.9,19.5
Cam Spencer,3,4,27.5,8.8,20.0,18.2
Cam Spencer,4,3,25.6,10.5,16.8,22.7
Cam Spencer,5,3,36.9,17.3,26.4,24.0
Cam Spencer,6,4,30.9,18.6,24.9,23.5
Cam Spencer,7,3,41.4,31.8,37.5,27.7
Cam Spencer,8,1,38.8,38.8,38.8,25.0
Cam Spencer,9,2,51.6,40.2,45.9,33.5
Cam Spencer,10,4,39.1,25.5,32.9,30.0
Cam Spencer,11,3,15.8,14.0,15.0,23.3
Cam Spencer,12,4,52.9,28.7,38.3,29.2
Cam Spencer,13,1,34.5,34.5,34.5,27.0
Cedric Coward,1,3,52.8,30.6,39.3,22.7
Cedric Coward,2,4,35.0,19.6,26.4,27.0
Cedric Coward,3,4,47.4,25.5,32.9,29.2
Cedric Coward,4,3,28.5,16.3,22.8,27.0
Cedric Coward,5,3,33.2,7.0,24.1,25.3
Cedric Coward,6,4,29.5,7.3,16.5,30.2
Cedric Coward,7,3,57.3,2.5,26.3,27.3
Cedric Coward,8,1,48.6,48.6,48.6,29.0
Cedric Coward,9,3,30.6,12.3,21.5,27.0
Cedric Coward,10,3,41.6,21.0,31.3,24.3
Cedric Coward,11,3,58.6,21.5,38.2,24.7
Cedric Coward,12,2,36.5,20.8,28.6,26.5
Cedric Coward,13,1,28.4,28.4,28.4,27.0
Chet Holmgren,1,3,60.3,32.0,44.8,34.7
Chet Holmgren,2,1,45.1,45.1,45.1,32.0
Chet Holmgren,3,3,40.8,20.5,30.3,27.0
Chet Holmgren,4,3,52.1,24.8,38.8,25.7
Chet Holmgren,5,4,42.4,23.5,32.3,29.0
Chet Holmgren,6,3,42.5,30.1,37.4,30.3
Chet Holmgren,7,3,49.8,33.3,41.2,25.3
Chet Holmgren,8,2,54.2,24.8,39.5,27.5
Chet Holmgren,9,2,41.4,26.5,34.0,28.0
Chet Holmgren,10,3,51.1,12.8,32.0,29.0
Chet Holmgren,11,4,58.8,44.3,50.2,28.8
Chet Holmgren,12,3,53.0,25.3,41.9,32.7
Chet Holmgren,13,2,56.1,28.0,42.0,27.0
Coby White,4,1,42.9,42.9,42.9,30.0
Coby White,5,2,42.0,23.4,32.7,29.0
Coby White,6,2,34.3,33.4,33.8,32.0
Coby White,7,2,29.8,2.5,16.1,25.5
Coby White,8,2,37.8,22.8,30.3,29.0
Coby White,9,3,41.4,23.9,32.2,30.3
Coby White,10,3,29.8,11.2,23.2,29.7
Coby White,11,1,4.0,4.0,4.0,7.0
Coby White,12,2,34.6,9.3,22.0,27.0
Coby White,13,2,28.6,19.8,24.2,31.5
Collin Murray-Boyles,1,1,-3.0,-3.0,-3.0,13.0
Collin Murray-Boyles,2,4,41.5,11.0,26.8,25.0
Collin Murray-Boyles,3,3,30.8,0.5,14.2,18.3
Collin Murray-Boyles,4,2,19.3,18.0,18.6,18.5
Collin Murray-Boyles,5,2,6.5,4.5,5.5,16.0
Collin Murray-Boyles,6,4,26.0,-0.5,11.1,13.5
Collin Murray-Boyles,7,4,26.6,3.0,15.0,14.2
Collin Murray-Boyles,8,1,18.5,18.5,18.5,22.0
Collin Murray-Boyles,9,4,26.3,14.0,19.2,18.5
Collin Murray-Boyles,10,1,36.3,36.3,36.3,25.0
Collin Murray-Boyles,11,3,28.5,16.5,22.1,25.7
Collin Murray-Boyles,12,4,61.5,20.0,43.9,31.5
Collin Murray-Boyles,13,3,41.5,20.0,31.2,33.3
Cooper Flagg,1,3,41.6,17.0,30.2,32.0
Cooper Flagg,2,3,38.0,4.0,23.9,33.3
Cooper Flagg,3,4,45.8,19.1,30.2,32.5
Cooper Flagg,4,4,54.8,20.5,41.9,38.5
Cooper Flagg,5,3,55.5,20.1,32.1,30.7
Cooper Flagg,6,3,51.8,24.5,41.1,36.0
Cooper Flagg,7,4,45.3,14.0,35.5,32.2
Cooper Flagg,8,1,54.5,54.5,54.5,34.0
Cooper Flagg,9,3,60.8,33.0,49.3,39.7
Cooper Flagg,10,4,74.7,33.3,48.0,36.2
Cooper Flagg,11,3,34.3,30.5,32.1,35.7
Cooper Flagg,12,3,64.9,7.5,39.7,33.7
Cooper Flagg,13,2,59.1,9.5,34.3,25.0
Daniel Gafford,2,1,20.0,20.0,20.0,17.0
Daniel Gafford,3,4,42.0,0.5,25.5,20.2
Daniel Gafford,4,4,47.0,21.0,33.9,27.0
Daniel Gafford,5,3,29.5,24.0,26.2,25.7
Daniel Gafford,6,2,34.5,10.0,22.2,22.5
Daniel Gafford,7,1,7.5,7.5,7.5,14.0
Daniel Gafford,9,3,19.0,14.0,17.0,14.3
Daniel Gafford,10,4,28.5,12.5,17.5,17.2
Daniel Gafford,11,3,44.0,22.5,31.8,18.7
Daniel Gafford,12,3,33.5,6.5,18.8,24.0
Daniel Gafford,13,1,21.0,21.0,21.0,18.0
Darius Garland,3,2,39.2,8.6,23.9,27.0
Darius Garland,4,1,23.8,23.8,23.8,19.0
Darius Garland,5,2,27.9,13.5,20.7,28.0
Darius Garland,6,2,33.8,30.7,32.2,32.0
Darius Garland,7,2,28.8,10.3,19.6,30.5
Darius Garland,8,2,41.9,30.5,36.2,37.0
Darius Garland,9,2,49.8,27.4,38.6,31.5
Darius Garland,10,4,57.5,9.6,30.4,29.8
Darius Garland,11,4,38.8,26.2,31.3,31.0
Darius Garland,12,3,49.3,30.8,40.5,33.0
Darius Garland,13,2,46.5,36.4,41.5,28.5
De'Aaron Fox,3,1,37.1,37.1,37.1,31.0
De'Aaron Fox,4,4,55.2,14.8,37.6,35.2
De'Aaron Fox,5,3,55.1,33.1,42.2,32.3
De'Aaron Fox,6,3,65.9,32.8,45.8,33.0
De'Aaron Fox,7,3,44.1,34.4,40.6,31.0
De'Aaron Fox,8,3,40.9,26.6,34.6,32.7
De'Aaron Fox,9,3,54.0,14.8,32.1,26.7
De'Aaron Fox,10,2,50.9,21.5,36.2,33.5
De'Aaron Fox,11,4,50.8,16.3,38.0,34.2
De'Aaron Fox,12,4,47.8,21.5,28.8,33.5
De'Aaron Fox,13,2,32.1,23.9,28.0,28.5
DeMar DeRozan,1,3,65.3,24.5,41.1,38.0
DeMar DeRozan,2,3,37.0,31.5,33.8,36.3
DeMar DeRozan,3,4,33.4,24.5,29.3,32.5
DeMar DeRozan,4,4,51.3,6.0,27.2,30.8
DeMar DeRozan,5,3,35.5,15.0,28.0,27.0
DeMar DeRozan,6,4,48.0,15.5,33.5,35.0
DeMar DeRozan,7,2,40.3,14.0,27.1,31.5
DeMar DeRozan,8,3,36.3,24.8,31.5,32.0
DeMar DeRozan,9,3,58.3,34.8,48.3,36.7
DeMar DeRozan,10,3,59.5,32.0,41.9,34.7
DeMar DeRozan,11,4,49.8,15.0,26.8,30.5
DeMar DeRozan,12,3,41.3,39.9,40.4,36.3
DeMar DeRozan,13,3,64.0,25.3,44.5,37.0
Deandre Ayton,1,3,49.5,15.0,30.8,33.7
Deandre Ayton,2,3,41.0,9.0,28.7,29.3
Deandre Ayton,3,3,59.0,17.5,42.5,28.0
Deandre Ayton,4,4,58.0,10.5,33.1,30.8
Deandre Ayton,5,2,52.0,9.5,30.8,21.5
Deandre Ayton,6,2,59.0,44.0,51.5,31.5
Deandre Ayton,7,4,49.0,20.0,34.9,29.8
Deandre Ayton,8,2,49.5,28.0,38.8,28.0
Deandre Ayton,10,3,37.5,15.0,29.8,31.0
Deandre Ayton,11,3,40.0,14.0,23.3,28.3
Deandre Ayton,12,3,49.5,7.5,25.3,28.3
Deandre Ayton,13,3,51.0,29.0,38.2,30.0
Deni Avdija,1,3,44.7,25.5,34.9,31.7
Deni Avdija,2,3,45.5,28.6,35.9,33.0
Deni Avdija,3,3,65.4,41.9,53.9,36.7
Deni Avdija,4,4,50.6,29.6,41.7,34.8
Deni Avdija,5,4,70.4,10.8,39.7,32.8
Deni Avdija,6,3,75.5,30.5,53.2,36.0
Deni Avdija,7,4,59.4,42.1,49.7,35.5
Deni Avdija,8,2,43.1,35.3,39.2,32.5
Deni Avdija,9,2,48.8,43.4,46.1,41.0
Deni Avdija,10,4,51.1,35.3,44.6,38.5
Deni Avdija,11,4,67.4,31.8,52.5,37.0
Deni Avdija,12,4,60.2,28.1,44.2,35.5
Derik Queen,1,2,33.0,10.5,21.8,25.0
Derik Queen,2,4,16.5,7.0,11.8,14.0
Derik Queen,3,3,46.0,24.5,33.8,23.0
Derik Queen,4,4,47.5,23.0,32.2,29.2
Derik Queen,5,4,58.8,22.0,42.2,30.0
Derik Queen,6,4,37.0,1.5,23.1,21.0
Derik Queen,7,3,42.0,28.0,32.8,31.3
Derik Queen,8,3,75.0,19.0,47.5,31.0
Derik Queen,9,2,47.3,40.0,43.6,31.0
Derik Queen,10,4,50.0,12.5,36.2,26.5
Derik Queen,11,3,44.5,24.0,32.0,28.0
Derik Queen,12,4,60.0,29.5,41.2,28.5
Derik Queen,13,3,37.5,20.0,30.8,24.3
Derrick White,1,3,40.9,21.9,33.8,35.0
Derrick White,2,4,29.6,11.3,23.0,30.0
Derrick White,3,4,47.3,33.4,41.3,33.8
Derrick White,4,3,52.7,35.7,43.6,33.3
Derrick White,5,3,49.1,6.8,29.4,34.0
Derrick White,6,2,54.3,27.1,40.7,35.0
Derrick White,7,4,62.0,33.2,43.8,32.8
Derrick White,8,1,6.6,6.6,6.6,29.0
Derrick White,9,3,67.2,26.7,45.5,36.7
Derrick White,10,3,42.4,32.4,36.5,35.0
Derrick White,11,3,69.1,45.1,55.6,36.0
Derrick White,12,4,56.0,31.9,40.3,37.8
Derrick White,13,2,24.0,19.6,21.8,36.0
Desmond Bane,1,3,29.9,24.5,26.4,32.3
Desmond Bane,2,4,34.1,14.8,21.6,28.2
Desmond Bane,3,3,52.6,11.1,29.7,31.3
Desmond Bane,4,4,40.9,21.4,33.7,37.8
Desmond Bane,5,4,49.6,30.3,37.9,32.8
Desmond Bane,6,2,58.0,29.3,43.6,34.0
Desmond Bane,7,4,62.9,-1.7,30.7,34.8
Desmond Bane,8,2,62.8,35.6,49.2,37.5
Desmond Bane,9,2,46.9,24.0,35.5,37.5
Desmond Bane,10,4,47.2,27.0,36.1,35.0
Desmond Bane,11,4,64.9,30.3,40.0,34.5
Desmond Bane,12,4,42.8,11.8,26.6,33.0
Desmond Bane,13,1,26.3,26.3,26.3,34.0
Devin Booker,1,3,36.1,30.8,32.9,33.7
Devin Booker,2,4,67.8,38.2,54.1,38.5
Devin Booker,3,3,48.9,41.0,45.2,38.0
Devin Booker,4,4,55.4,25.0,39.0,33.0
Devin Booker,5,3,44.3,13.8,34.1,34.0
Devin Booker,6,4,43.0,24.1,34.0,37.8
Devin Booker,7,1,19.3,19.3,19.3,10.0
Devin Booker,8,1,48.0,48.0,48.0,31.0
Devin Booker,9,2,58.1,27.6,42.9,33.5
Devin Booker,10,3,50.8,16.4,36.7,32.3
Devin Booker,11,4,48.6,31.3,41.6,33.5
Devin Booker,12,4,47.7,22.6,32.7,32.2
Devin Booker,13,1,43.8,43.8,43.8,40.0
Domantas Sabonis,1,2,41.3,30.0,35.6,34.0
Domantas Sabonis,2,3,53.5,34.0,44.8,34.7
Domantas Sabonis,3,2,46.5,33.5,40.0,33.5
Domantas Sabonis,4,4,56.8,20.5,41.8,31.8
Domantas Sabonis,13,1,32.0,32.0,32.0,21.0
Donovan Clingan,1,3,35.3,27.6,32.4,25.3
Donovan Clingan,2,3,50.0,25.5,36.0,26.0
Donovan Clingan,3,3,38.8,10.0,25.0,21.3
Donovan Clingan,4,4,44.1,12.5,25.1,27.0
Donovan Clingan,5,4,67.8,23.6,46.4,26.0
Donovan Clingan,6,2,44.1,27.5,35.8,26.5
Donovan Clingan,7,2,27.5,22.5,25.0,23.0
Donovan Clingan,8,1,32.0,32.0,32.0,22.0
Donovan Clingan,9,2,43.3,38.6,41.0,32.5
Donovan Clingan,10,4,48.3,28.9,40.0,31.8
Donovan Clingan,11,4,53.9,9.8,36.1,27.5
Donovan Clingan,12,4,44.5,26.0,36.9,31.8
Donovan Clingan,13,2,21.0,17.8,19.4,25.0
Donovan Mitchell,1,3,54.8,24.8,42.1,34.7
Donovan Mitchell,2,3,58.4,27.5,41.3,32.3
Donovan Mitchell,3,3,78.8,46.5,58.3,32.0
Donovan Mitchell,4,3,59.4,41.6,47.9,36.7
Donovan Mitchell,5,4,67.5,27.4,51.3,34.2
Donovan Mitchell,6,3,52.6,26.4,40.1,36.0
Donovan Mitchell,7,4,67.7,38.1,48.9,34.2
Donovan Mitchell,8,2,68.4,26.3,47.4,36.5
Donovan Mitchell,9,1,37.7,37.7,37.7,33.0
Donovan Mitchell,10,4,66.7,36.1,47.5,30.5
Donovan Mitchell,11,4,65.2,24.6,47.0,33.2
Donovan Mitchell,12,2,51.1,46.7,48.9,34.0
Donovan Mitchell,13,3,66.0,29.7,44.1,35.3
Donte DiVincenzo,1,3,26.9,17.3,22.7,28.7
Donte DiVincenzo,2,3,32.0,22.4,28.4,31.7
Donte DiVincenzo,3,4,51.3,18.3,32.7,28.8
Donte DiVincenzo,4,3,39.5,13.8,24.7,33.7
Donte DiVincenzo,5,3,31.7,21.6,27.6,31.3
Donte DiVincenzo,6,4,37.7,20.1,29.0,32.8
Donte DiVincenzo,7,3,33.5,20.3,27.7,31.7
Donte DiVincenzo,8,3,50.9,8.0,33.0,32.0
Donte DiVincenzo,9,3,47.7,18.2,34.5,34.3
Donte DiVincenzo,10,3,36.4,29.9,34.1,32.7
Donte DiVincenzo,11,4,33.3,18.3,24.6,26.8
Donte DiVincenzo,12,4,54.0,26.7,37.9,34.5
Donte DiVincenzo,13,2,29.9,26.6,28.2,35.0
Dyson Daniels,1,3,29.5,12.5,19.1,27.3
Dyson Daniels,2,4,53.5,17.5,36.0,35.8
Dyson Daniels,3,3,49.0,34.3,42.9,35.3
Dyson Daniels,4,4,50.5,14.0,29.0,32.5
Dyson Daniels,5,4,52.8,25.0,39.8,34.0
Dyson Daniels,6,3,45.0,31.8,40.4,37.7
Dyson Daniels,7,4,35.8,15.0,26.4,35.5
Dyson Daniels,8,2,58.3,43.0,50.6,36.5
Dyson Daniels,9,3,38.5,19.0,28.3,32.3
Dyson Daniels,10,2,44.0,25.0,34.5,37.5
Dyson Daniels,11,4,66.5,38.0,48.6,33.8
Dyson Daniels,12,4,65.5,16.0,42.2,35.2
Dyson Daniels,13,2,38.0,21.5,29.8,33.0
Evan Mobley,1,3,55.3,31.3,42.9,34.7
Evan Mobley,2,4,55.6,37.3,45.2,33.8
Evan Mobley,3,3,49.3,38.0,41.9,32.0
Evan Mobley,4,3,49.4,22.8,38.0,36.3
Evan Mobley,5,4,53.3,16.0,35.1,35.2
Evan Mobley,6,3,60.9,28.1,49.6,34.7
Evan Mobley,7,4,67.9,34.5,45.9,32.5
Evan Mobley,8,1,50.1,50.1,50.1,36.0
Evan Mobley,10,2,33.5,9.0,21.2,22.5
Evan Mobley,11,4,58.0,37.5,44.4,30.8
Evan Mobley,12,3,44.0,32.9,40.0,35.3
Evan Mobley,13,3,61.8,36.8,52.5,34.7
Franz Wagner,1,3,43.6,27.5,36.2,35.0
Franz Wagner,2,4,50.6,32.4,39.7,33.5
Franz Wagner,3,3,45.6,18.5,32.6,36.0
Franz Wagner,4,4,55.1,33.9,44.5,38.2
Franz Wagner,5,4,66.2,30.0,41.0,32.0
Franz Wagner,6,2,36.8,36.5,36.6,31.5
Franz Wagner,7,4,52.3,18.8,39.5,27.2
Franz Wagner,13,1,23.4,23.4,23.4,27.0
Giannis Antetokounmpo,1,3,91.3,67.3,77.4,32.7
Giannis Antetokounmpo,2,2,72.0,60.8,66.4,32.5
